Date,Location,Hotel_Size,Occupancy_Rate,Has_Pool,Has_Spa,Has_Garden,Water_Saving_Measures,Season,Average_Length_of_Stay,Water_Usage
2021-03-13,City,Small,3.4016548846032335,False,False,False,None,,3.956690551379573,14165.118045886311
2021-03-14,City,Large,42.72033389780427,True,False,False,Greywater Recycling,Spring,5.590398325746515,11608.250579106283
2021-03-14,City,Medium,57.7695587690155,True,True,True,None,Spring,11.242295029397658,14791.360654597773
2021-03-14,Suburb,Large,29.751773503139468,True,False,False,Low-Flow Faucets,Winter,5.125790063732661,2302.1999437885584
2021-03-14,Countryside,Small,54.17680033766924,False,False,True,Rainwater Harvesting,Fall,10.686428316244418,14397.611366731522
2021-03-14,Countryside,Extra-large,95.34019462519872,False,True,False,Rainwater Harvesting,Fall,1.0105290217455183,5923.253243874857
2021-03-14,City,Small,31.177078741612043,True,False,True,None,Summer,8.522009835350007,8625.835026372422
2021-03-14,Countryside,Medium,30.94270311992908,False,True,True,Rainwater Harvesting,Spring,4.655624087651317,14658.323810837031
2021-03-14,Countryside,,48.27678978809543,True,True,True,Greywater Recycling,Summer,10.644455645707648,6989.426655715991
2021-03-14,Suburb,Large,51.53163358913544,True,False,,None,Fall,13.884265625066671,5062.987388203969
2021-03-15,,Medium,0.13659258750852166,True,True,True,Low-Flow Faucets,Summer,7.919773304896863,11965.878475408426
2021-03-15,,,61.58751312048398,,,,Low-Flow Faucets,Fall,7.928012627689874,10718.645805189626
2021-03-15,City,Medium,99.73573486647108,False,False,True,Rainwater Harvesting,Spring,13.667409785832932,816.6657808336389
2021-03-15,Suburb,Small,29.200804947045654,True,False,False,Greywater Recycling,Fall,5.669968281783909,7534.560999410286
2021-03-15,,,63.08100462665291,False,True,True,Greywater Recycling,Fall,6.15177476682214,13886.181199973536
2021-03-15,Countryside,Medium,0.46216550340066886,True,False,False,Rainwater Harvesting,,10.056043146696208,8433.022574085355
2021-03-15,City,Extra-large,60.43266122968982,True,False,False,Low-Flow Faucets,Winter,7.411662736074026,9395.086581812993
2021-03-15,Countryside,Small,44.70683094278179,,False,False,Rainwater Harvesting,Fall,10.995460446788439,7573.41179673093
2021-03-15,Countryside,Large,53.029315346467364,True,True,False,Low-Flow Faucets,Fall,6.347695626842054,8996.595696416765
2021-03-16,Countryside,Large,54.39049674923837,,False,True,Low-Flow Faucets,Spring,9.955896646049752,4788.472710427584
2021-03-16,Countryside,,17.69529692998537,False,,True,Rainwater Harvesting,Winter,11.011520897338162,3447.1600545992674
2021-03-16,Countryside,Large,76.99681218792904,,True,True,None,Fall,9.356722411928772,6186.537015732719
2021-03-16,City,Small,55.546962101033905,False,,True,None,Fall,3.6284123585758703,3868.331964532678
2021-03-16,City,Large,27.019445949699417,True,True,,Greywater Recycling,Winter,7.711100545404085,13704.261181625327
2021-03-16,Countryside,Small,93.73815465654324,False,True,True,None,Fall,13.564166266219985,2654.6856069839014
2021-03-16,,Extra-large,1.2773710004056027,True,True,True,Greywater Recycling,Fall,2.3552268327165957,3980.390443539481
2021-03-16,Suburb,Extra-large,72.59372139997892,False,True,False,Low-Flow Faucets,Fall,10.167409420704844,11945.57243578851
2021-03-16,Suburb,Medium,38.12351856571038,False,True,True,Greywater Recycling,Winter,11.245582837605497,1979.3440466774634
2021-03-16,Countryside,Extra-large,52.25448313113069,False,True,False,None,Winter,9.775347609578631,12054.35269855146
2021-03-17,Suburb,Small,29.15097494455816,False,True,False,Low-Flow Faucets,Summer,2.4640309903198476,8885.105547736464
2021-03-17,Countryside,Medium,32.12521762633532,False,True,True,,Fall,1.9721516507333767,7178.027292068739
2021-03-17,Countryside,Medium,1.5166214610901396,False,True,,Greywater Recycling,Spring,7.5871507474057,13123.597402708832
2021-03-17,Countryside,Large,72.98450887119023,False,True,True,Greywater Recycling,Winter,5.173105385609134,6280.975920372867
2021-03-17,Suburb,Small,71.07984108007184,True,,True,Greywater Recycling,Fall,6.076643337446916,4465.375643417983
2021-03-17,Suburb,Extra-large,65.43582004072222,False,,,Rainwater Harvesting,,4.546599133823812,8373.71901084618
2021-03-17,Suburb,Small,87.79506805840079,False,False,True,None,Summer,11.65582885359993,8587.574682596092
2021-03-17,Suburb,Large,90.1267580558434,False,True,True,,Summer,12.050581492585534,2281.1758021426085
2021-03-17,Suburb,Small,55.64443194252554,,True,False,None,Winter,1.212124906041259,11887.11616026384
2021-03-18,Suburb,Extra-large,68.48234920670627,True,True,True,Low-Flow Faucets,Summer,11.57313667046624,5925.974415890217
2021-03-18,City,Small,1.0998401070459796,True,True,True,Greywater Recycling,Summer,9.753627998761408,2328.1119816346836
2021-03-18,City,Large,84.63430588751987,False,,False,Greywater Recycling,Winter,6.907055961351437,1941.7587218928154
2021-03-18,Suburb,Medium,81.64134241294975,True,False,False,None,Fall,2.075776241635328,8695.170313322917
2021-03-18,Suburb,Large,2.02486184234949,False,True,False,Rainwater Harvesting,Summer,9.692973066521109,5920.194432727503
2021-03-18,Suburb,Medium,54.282521674171825,False,True,False,,Summer,4.42379869648336,5101.4198137703
2021-03-18,Countryside,Large,90.66555704372695,True,False,True,Rainwater Harvesting,Fall,8.145800544480693,7169.026729352416
2021-03-18,Countryside,Medium,18.138798703128046,,False,True,Greywater Recycling,Spring,3.8829771032123226,11988.59191561517
2021-03-18,City,Extra-large,35.26449215570982,,True,,Greywater Recycling,,12.41208314968804,2972.3654650841345
2021-03-19,Countryside,Small,33.10536785186811,True,True,False,Greywater Recycling,Summer,5.538683143855692,2220.973768402926
2021-03-19,Suburb,Medium,35.59404753997515,False,False,True,Low-Flow Faucets,Winter,9.927104213025082,13128.319660418927
2021-03-19,Countryside,Medium,4.188603045510209,True,True,False,Greywater Recycling,Fall,7.415860739563625,12265.127200313284
2021-03-19,Suburb,Small,27.90176837653664,False,False,True,Greywater Recycling,Fall,12.886362942306855,2871.3858776995557
2021-03-19,,Small,29.48563127002356,False,True,True,Greywater Recycling,Summer,3.962736294291036,8599.232599724488
2021-03-19,Countryside,,86.5872048489591,False,True,False,Rainwater Harvesting,Spring,13.418950012571608,8383.888426970043
2021-03-19,Countryside,,35.211600713170256,True,True,False,None,Fall,10.78041098628502,11725.13934004899
2021-03-19,Countryside,Large,44.72167398935514,False,True,True,None,,10.113642165302593,5273.508497548308
2021-03-19,City,Medium,38.07380598803887,False,False,,None,Fall,11.927593182770039,1429.848877560607
2021-03-20,City,Medium,12.067344960158177,True,True,True,Rainwater Harvesting,,9.471798977263287,3209.8926083665874
2021-03-20,Countryside,Large,99.0356757725624,False,True,True,None,Fall,2.432225879304834,3573.4773674302796
2021-03-20,Suburb,Small,82.58251907047308,,False,True,Rainwater Harvesting,Spring,10.07951353858872,7243.84735162996
2021-03-20,Countryside,,54.09203070273668,False,True,True,None,Spring,6.690351254454528,7800.9965705715595
2021-03-20,City,Small,47.63644943891714,False,True,True,Rainwater Harvesting,Winter,8.195575790700879,3475.2460359569754
2021-03-20,Suburb,,64.92547254630091,False,True,False,Low-Flow Faucets,Fall,6.308313783404957,5122.322096481393
2021-03-20,Suburb,Medium,32.64311485232382,False,True,True,Rainwater Harvesting,Summer,3.2244049915792408,11870.182692160932
2021-03-20,Suburb,Extra-large,5.028287035447853,True,False,True,Low-Flow Faucets,Winter,7.302259154606417,1128.3473141157833
2021-03-20,Countryside,Small,40.43168136146872,False,True,True,Greywater Recycling,Fall,1.8168578203153936,11277.959298272346
2021-03-21,Suburb,Extra-large,98.39775774078608,False,False,True,Greywater Recycling,Winter,1.6981836757427833,14677.673082947329
2021-03-21,Suburb,Medium,18.234680587772278,False,False,False,Rainwater Harvesting,,7.93170513536407,11542.095523891014
2021-03-21,Suburb,Large,52.77052921529724,True,False,,Greywater Recycling,Fall,3.344027720485925,14012.26015293249
2021-03-21,Suburb,Extra-large,0.8521396321578667,True,,False,,,9.107364430902399,4317.093189635987
2021-03-21,Countryside,Small,12.20315151785848,False,True,True,Rainwater Harvesting,Summer,3.4822205007217595,8007.825313509466
2021-03-21,City,Medium,58.71917004671171,True,False,,Rainwater Harvesting,Winter,11.46799573189759,6512.092548352467
2021-03-21,Suburb,Medium,29.741392950783496,True,False,False,Rainwater Harvesting,Winter,2.9014260648399017,4460.211192485205
2021-03-21,Suburb,Medium,90.56844864606248,True,,True,Low-Flow Faucets,Spring,6.771504434179681,1088.4572009014303
2021-03-21,Countryside,Medium,40.61697659572347,False,False,False,Rainwater Harvesting,Winter,7.054653682095098,11510.627997117832
2021-03-22,Suburb,Medium,20.80335971310525,,True,,Low-Flow Faucets,Summer,9.061693321484286,11005.603089974422
2021-03-22,Countryside,Medium,54.55917692847036,False,True,True,Rainwater Harvesting,Summer,6.229555136647504,8706.519221450479
2021-03-22,,Large,79.49736351759627,True,True,True,Low-Flow Faucets,Winter,9.538667730688013,14622.003636381112
2021-03-22,Suburb,Large,1.941969619739481,True,,True,Greywater Recycling,Spring,10.964246324302943,13073.613027755426
2021-03-22,City,Small,50.55201186300413,,False,True,Rainwater Harvesting,Spring,2.597326492592246,8658.417538876885
2021-03-22,Suburb,Extra-large,77.34265567271463,False,False,True,Rainwater Harvesting,Summer,1.9540333781763723,13848.06974037952
2021-03-22,City,Extra-large,10.358865463202916,True,False,False,Low-Flow Faucets,Fall,9.807004859847709,8614.843277792872
2021-03-22,Countryside,Large,90.27985189331454,False,True,False,Low-Flow Faucets,,12.093330032690154,12644.482042992091
2021-03-22,,Medium,26.451740996684936,True,True,True,Greywater Recycling,Summer,7.2368849797636,7770.047549559103
2021-03-23,City,Medium,17.060360771282678,False,,True,Greywater Recycling,Winter,9.22291108912141,12192.745541200722
2021-03-23,City,Large,58.92560729026746,True,False,False,Low-Flow Faucets,Spring,4.875290662241554,6980.868818535357
2021-03-23,City,Large,17.50311458180289,,False,,Rainwater Harvesting,Winter,12.368682838201162,8787.456640992063
2021-03-23,Countryside,Small,67.97015203711821,False,True,False,Low-Flow Faucets,Winter,11.029526202886442,3340.6355238959645
2021-03-23,Suburb,Large,49.010208199843,True,False,False,None,Summer,8.633367871712327,9465.009329868279
2021-03-23,City,Medium,10.995596176217992,False,True,True,Rainwater Harvesting,Winter,4.985793762363137,12070.251228474095
2021-03-23,,Small,91.24901345820481,True,True,False,Rainwater Harvesting,Spring,6.694772794137576,12645.736406398555
2021-03-23,Countryside,Large,67.32054099635502,True,True,True,Greywater Recycling,Winter,4.6329803858118215,11650.48863729973
2021-03-23,City,Large,54.5993026533768,True,True,,Rainwater Harvesting,Spring,6.609816665709456,661.0893588902804
2021-03-24,Countryside,Medium,37.43406153501307,False,True,False,Rainwater Harvesting,Winter,1.6471869336266711,14021.807481198519
2021-03-24,Countryside,Large,13.48599046704717,True,True,False,None,Spring,2.373398153128117,1346.1322048235759
2021-03-24,Suburb,,70.75183710613221,False,False,True,None,Spring,3.823847848070394,10783.96951920788
2021-03-24,City,Large,81.36558200290594,False,False,False,Greywater Recycling,Summer,12.751964080424672,12420.420438414028
2021-03-24,City,Large,12.58188499383126,False,True,True,Greywater Recycling,Spring,7.050232473284773,11622.655047981836
2021-03-24,City,Small,49.45676245381424,True,True,False,Low-Flow Faucets,Fall,7.247456712470349,11692.808378821464
2021-03-24,Countryside,Small,48.48461869924896,True,False,False,Rainwater Harvesting,Summer,7.873304240856032,3742.8630064922554
2021-03-24,,Medium,34.99117082199676,True,False,False,Rainwater Harvesting,Spring,7.502436478306627,1759.306059077597
2021-03-24,City,Large,78.93418953918051,True,False,False,Greywater Recycling,Winter,2.1207097738481133,7364.6195956723805
2021-03-24,City,Extra-large,9.952978380684696,False,False,True,Greywater Recycling,Summer,5.205446703642995,9659.570943658919
2021-03-25,City,Medium,20.501922487209,,True,False,Rainwater Harvesting,Summer,1.8772260259067595,12453.62972850589
2021-03-25,City,Medium,0.16027689185067473,True,False,False,Greywater Recycling,Fall,1.9051794630539391,5611.112190638383
2021-03-25,Countryside,Medium,37.29853880830149,False,False,True,Rainwater Harvesting,Summer,2.0038821565483285,12447.121711490228
2021-03-25,Suburb,Medium,29.1178167900372,True,False,False,Low-Flow Faucets,Spring,12.66669181449966,7772.747240332663
2021-03-25,Suburb,,86.69939837581565,True,,,None,Fall,3.8465890125631574,11899.255660496803
2021-03-25,City,Large,74.58102440761549,False,True,False,None,Spring,1.8751397329918347,3790.5748137867786
2021-03-25,Countryside,Small,8.44721965622719,False,True,True,None,Fall,1.03712358180019,11592.909504380248
2021-03-25,Suburb,Large,74.09559150623704,False,True,,None,Winter,8.972427853261042,3584.664254823643
2021-03-25,Countryside,Large,67.5400221419557,False,True,True,None,Summer,9.020685209577497,1674.5023071687738
2021-03-26,City,Large,28.17242736003297,True,False,False,Low-Flow Faucets,Winter,4.444197229596853,11895.711134622188
2021-03-26,Countryside,Small,1.5460774704610047,False,False,True,None,Spring,4.640869794992772,11828.246611817343
2021-03-26,Countryside,Medium,11.516240138871247,False,False,,Rainwater Harvesting,Spring,5.396478960675859,2097.785837890337
2021-03-26,City,Small,24.994108461855934,False,True,,Low-Flow Faucets,Fall,5.603236647908329,6671.657432095669
2021-03-26,Suburb,Extra-large,81.66223661523051,,False,False,Greywater Recycling,Spring,11.101059875723474,950.1408460121913
2021-03-26,Countryside,Large,46.53128259078086,True,True,True,Greywater Recycling,Spring,13.214857576130568,10968.803481747205
2021-03-26,,Large,91.83955264590502,False,True,False,Rainwater Harvesting,Summer,8.64672254987077,11794.486535613443
2021-03-26,Suburb,Medium,78.91484594482999,True,False,False,Greywater Recycling,Spring,6.096415401213841,10231.713173223996
2021-03-26,Suburb,Small,28.710817984400684,False,True,True,Greywater Recycling,Summer,4.8323169495476765,8137.636098890233
2021-03-27,,Small,84.53621565805129,False,,False,Low-Flow Faucets,Fall,11.783358414659219,2472.5140277803685
2021-03-27,Suburb,,11.672484041075704,True,True,True,Greywater Recycling,Spring,2.171045579175822,14817.982124637405
2021-03-27,City,Small,3.611752045400307,,False,False,Low-Flow Faucets,Winter,6.631426039902125,4214.244893468605
2021-03-27,,Small,60.85381209133157,True,False,True,Rainwater Harvesting,Spring,9.648901339991278,12659.596593288254
2021-03-27,City,,34.17430348796386,True,True,False,Low-Flow Faucets,Spring,4.257216572535711,1607.6397739263493
2021-03-27,Suburb,Large,32.94256866626471,False,True,True,Rainwater Harvesting,Winter,2.7493238786427083,3267.8247837849704
2021-03-27,City,Extra-large,68.72081861316875,True,True,False,Low-Flow Faucets,Fall,9.473297349570233,10466.36997424693
2021-03-27,City,Small,85.01038278229038,True,True,False,Greywater Recycling,Fall,8.794031875828438,1108.435258454135
2021-03-27,Suburb,Large,32.21755053402015,False,False,False,None,Summer,9.050795301651885,603.7985317947616
2021-03-28,Countryside,Medium,32.501382202250085,False,,True,Low-Flow Faucets,Winter,13.71679000237726,9425.977700995874
2021-03-28,City,Extra-large,53.38510392923871,,,True,Greywater Recycling,Fall,5.198978409636743,10271.740429789792
2021-03-28,City,Small,65.31836020804398,False,False,False,Low-Flow Faucets,Summer,13.815661038014847,10783.183246796145
2021-03-28,City,Medium,20.290579555517784,False,False,True,Rainwater Harvesting,Winter,1.6091403623001743,13027.207681452192
2021-03-28,Suburb,Extra-large,91.26791529118726,,False,True,Greywater Recycling,Winter,1.525370436150156,5096.448453881929
2021-03-28,,Large,65.44165238520121,False,False,,Greywater Recycling,Winter,12.162496785023222,1757.2319123649434
2021-03-28,Suburb,Large,62.51618113680982,True,False,True,Low-Flow Faucets,,5.1855821759070775,6266.716769577029
2021-03-28,Suburb,Small,90.41956360677682,False,False,True,Rainwater Harvesting,Spring,5.644365458121964,4187.448362395811
2021-03-28,Countryside,Small,90.72650805944771,True,,False,Rainwater Harvesting,Summer,1.6652411547295112,14395.666314242748
2021-03-29,Suburb,Large,13.555012062648931,True,False,True,Rainwater Harvesting,Spring,1.0308938385876594,3411.9316046816516
2021-03-29,City,Large,14.507550397986723,False,False,False,Greywater Recycling,Spring,9.227913158656749,10648.443675739996
2021-03-29,City,,76.19486989401476,,True,True,None,Winter,7.795028754444285,13873.94156922917
2021-03-29,Suburb,Large,95.68799455439705,True,True,False,Greywater Recycling,,10.460512733889312,10206.52010018987
2021-03-29,Suburb,Medium,66.6513678513108,True,False,True,Greywater Recycling,Winter,3.957418143330491,1462.7169795533168
2021-03-29,Suburb,Extra-large,41.131699860717006,False,True,False,Low-Flow Faucets,Fall,12.01710260693159,13928.77795490931
2021-03-29,Countryside,Small,68.34731397737455,True,True,False,Rainwater Harvesting,Fall,4.40870415633893,2647.3552758588808
2021-03-29,Suburb,Medium,22.88115763565388,True,,False,Greywater Recycling,Fall,6.82285979261639,3396.7836054909526
2021-03-29,Suburb,Medium,99.79662998077838,False,False,True,None,Winter,5.786068315552436,11067.82844591147
2021-03-30,Countryside,Small,43.10852178590181,True,True,True,Rainwater Harvesting,Spring,12.117402459227577,7643.554242157698
2021-03-30,Suburb,Extra-large,93.16860025086955,True,False,False,Rainwater Harvesting,Summer,11.67317589385768,11781.197896044905
2021-03-30,Countryside,Large,43.07980528637749,False,True,False,Greywater Recycling,Fall,6.742090584535634,2884.410981921456
2021-03-30,Suburb,Large,92.81397811219236,False,False,,None,Winter,5.646774495043683,12921.569483410907
2021-03-30,City,Medium,33.56854414799157,True,False,True,Greywater Recycling,Spring,11.210967124265903,4910.6242775737865
2021-03-30,Countryside,Medium,76.05429846558067,False,False,False,Low-Flow Faucets,Fall,3.7801422160237705,8059.527078963696
2021-03-30,Suburb,Small,95.10020124090163,True,True,True,Low-Flow Faucets,Winter,13.232204651667358,2146.4424652116313
2021-03-30,Suburb,Large,64.59806781957683,,True,,None,Winter,5.1335910707867844,5590.551206729958
2021-03-30,Suburb,Medium,67.75652257748762,True,True,True,Greywater Recycling,Spring,7.023993573489652,5726.20024358242
2021-03-31,Suburb,Extra-large,10.288624532205116,,True,,Low-Flow Faucets,Fall,11.507934758287353,14519.37048644175
2021-03-31,Countryside,Small,47.421994716390095,False,False,False,Greywater Recycling,Spring,11.336968770154648,12549.773471707787
2021-03-31,City,Small,88.67554060867874,False,True,,Greywater Recycling,Fall,10.0107299406873,1338.037496451277
2021-03-31,Suburb,Large,24.090983623071814,True,True,True,None,Fall,2.5055296332464247,4641.935608697
2021-03-31,City,Extra-large,78.8363013498313,False,True,True,None,,4.1483064787534385,3497.505567720054
2021-03-31,Countryside,Medium,67.57098858039411,True,True,True,Low-Flow Faucets,Spring,10.276094688121717,5124.087797862626
2021-03-31,City,Large,22.298596474053745,True,False,True,,Spring,12.172244278478543,690.1705074804925
2021-03-31,Countryside,,28.27912052679644,True,True,,,Fall,3.186704202529452,11840.570087476788
2021-03-31,Suburb,,42.75609001206971,False,True,False,Low-Flow Faucets,Summer,13.859361836268306,2506.5984689967136
2021-03-31,Countryside,Large,12.512921552072564,True,True,True,Low-Flow Faucets,Winter,9.07570536625525,3439.525912040482
2021-04-01,,Large,91.3371297158207,,True,True,Rainwater Harvesting,,11.675887443628842,10013.168298759863
2021-04-01,Countryside,Small,73.93576050720554,True,True,False,Low-Flow Faucets,Summer,11.211700444120552,9641.291450357117
2021-04-01,Countryside,Extra-large,36.49641000035797,False,False,False,Greywater Recycling,Spring,2.3939872141234444,12479.129128782588
2021-04-01,Suburb,Medium,29.966549530496177,True,False,True,Greywater Recycling,Fall,5.454160776046066,2487.7350226006056
2021-04-01,Suburb,,68.95788703123775,True,True,True,None,Summer,6.95942798065175,3691.173899562291
2021-04-01,City,Small,42.42209219527411,True,True,False,,Winter,4.380818781956441,13205.146218320318
2021-04-01,City,Medium,22.933657190507272,,,True,None,Fall,9.871104765518984,10158.963419704434
2021-04-01,Suburb,Large,43.01507529737574,True,False,,Rainwater Harvesting,Winter,8.298694084009462,1644.7504383870726
2021-04-01,Suburb,Medium,87.12969832225723,False,True,True,Rainwater Harvesting,Winter,13.752211494734704,1862.7861569635604
2021-04-02,Suburb,Small,6.860663653996346,True,True,True,None,Winter,3.375313112373739,8234.408606954657
2021-04-02,Suburb,Large,36.8358247281912,False,True,False,Rainwater Harvesting,Summer,8.295091406400935,11384.412143647573
2021-04-02,Countryside,Extra-large,96.23394230171654,True,False,True,Greywater Recycling,Winter,12.701710290686007,9828.600948172025
2021-04-02,Suburb,Large,1.4831842454580912,True,,True,None,Winter,1.5143618349257468,10330.619155915898
2021-04-02,Countryside,Small,89.06403175312187,False,False,False,Rainwater Harvesting,Fall,7.470088920140129,8793.859750037773
2021-04-02,Countryside,Large,37.48336985771594,True,True,False,Greywater Recycling,Winter,3.7690046257308727,13279.684641122696
2021-04-02,,Medium,18.951820457545708,False,False,True,None,Spring,13.457127802576958,13505.267647012863
2021-04-02,Countryside,Small,1.497974747170172,True,,True,Rainwater Harvesting,Winter,9.65031721743388,9280.828787064811
2021-04-02,Countryside,Large,7.052280139879608,False,True,True,Rainwater Harvesting,Spring,4.548109791200208,11103.689767677519
2021-04-03,,Extra-large,17.18433642241922,True,,False,Rainwater Harvesting,Summer,13.86789809143173,7205.567204424948
2021-04-03,,Medium,2.5409238379578203,True,False,False,Low-Flow Faucets,Fall,3.8375906706483294,4405.323757238662
2021-04-03,City,Large,33.58498680900046,False,True,True,Rainwater Harvesting,Spring,5.303122716686225,9725.61173060869
2021-04-03,Suburb,Medium,4.489311437442067,True,True,False,Greywater Recycling,Spring,9.776973854381158,12319.38934068268
2021-04-03,Suburb,Medium,69.22160618444774,False,True,True,Low-Flow Faucets,Spring,8.37757337657268,4307.41068505938
2021-04-03,City,Small,81.89071135374598,False,False,False,Rainwater Harvesting,Summer,11.718215762878732,9575.947698355449
2021-04-03,Countryside,,88.74639235710916,,False,True,Low-Flow Faucets,Spring,9.700962216534771,9526.98631182021
2021-04-03,Countryside,Extra-large,54.91281809693353,True,False,True,Rainwater Harvesting,Winter,8.516350659557162,13822.819021790732
2021-04-03,Countryside,Large,94.65095411798654,False,True,,Low-Flow Faucets,Fall,5.361746996610835,11509.611577167245
2021-04-04,City,Large,0.564545055976684,True,,False,Greywater Recycling,Fall,4.845746397635894,12263.966611497526
2021-04-04,Countryside,Extra-large,13.401832216412268,True,True,True,None,Spring,2.273469707425616,8778.60656433128
2021-04-04,Countryside,Medium,29.316598073091516,False,True,False,Low-Flow Faucets,Spring,6.238318647621625,11051.595050887116
2021-04-04,Countryside,Medium,78.90244419542368,True,True,False,Rainwater Harvesting,Spring,11.259143014135242,4049.7769652816164
2021-04-04,,Small,88.5389140133857,False,True,,Low-Flow Faucets,Spring,4.69858618229715,8905.157576680098
2021-04-04,Countryside,Large,61.81344513060778,False,,False,Low-Flow Faucets,Fall,12.454620929060287,10103.36680137918
2021-04-04,Suburb,,38.32363444091386,False,True,False,Rainwater Harvesting,Fall,11.417636914772732,12590.125843536312
2021-04-04,Countryside,Small,66.5845603586064,True,True,False,Rainwater Harvesting,Summer,13.969196073352432,2902.676260196177
2021-04-04,Suburb,Small,18.089937202436612,True,False,True,Rainwater Harvesting,Summer,10.435410126616931,5237.974447279886
2021-04-05,City,Medium,45.787405217243204,True,False,False,Greywater Recycling,Summer,1.640024490456072,11975.811211474916
2021-04-05,Countryside,Extra-large,50.754409832328996,True,True,False,Greywater Recycling,Summer,8.714474401911547,6796.412039882193
2021-04-05,Suburb,Medium,10.48712210112146,True,True,True,None,Spring,4.923088655132236,7524.422140906637
2021-04-05,Countryside,Medium,3.3872660221606288,True,True,False,Rainwater Harvesting,Fall,13.330884355953604,9479.647813535435
2021-04-05,Suburb,Large,75.0105497350146,False,False,,None,Spring,10.256894859222857,11044.539654407406
2021-04-05,Countryside,Large,53.470635927970854,True,False,True,Greywater Recycling,Winter,11.175823277366806,4680.139887307644
2021-04-05,City,Small,33.223870187793544,False,,True,Greywater Recycling,Fall,8.29757316964262,13026.83699536577
2021-04-05,,Small,43.72286316611501,,True,True,Greywater Recycling,Spring,13.570683865164101,5780.575640432088
2021-04-05,Countryside,Large,95.77034132432962,True,False,False,Greywater Recycling,Summer,3.2182601448816883,4282.645784273878
2021-04-06,City,Medium,38.49137719139506,True,False,False,Greywater Recycling,,6.060803570156775,10643.594034416381
2021-04-06,Suburb,,10.347922665377308,False,True,True,Rainwater Harvesting,Spring,7.500629586178614,5718.006322224214
2021-04-06,,Large,46.360217956334374,True,False,True,Rainwater Harvesting,Spring,8.194153454725996,7842.110621081737
2021-04-06,Suburb,Small,64.80483734780687,False,False,True,None,Summer,11.092788538474002,5289.34624887735
2021-04-06,City,Medium,1.2113116099891519,True,True,False,Rainwater Harvesting,Summer,10.47061026864759,12875.464403314661
2021-04-06,Suburb,Medium,33.234056001518056,True,False,False,Low-Flow Faucets,,1.711658883530692,7745.068120419736
2021-04-06,Suburb,Small,39.35144201304498,True,False,,Low-Flow Faucets,Fall,10.408588803630584,1448.5360611127999
2021-04-06,Countryside,,46.37148457639457,True,False,False,None,Winter,4.410461320410035,1322.2686395969924
2021-04-06,Countryside,Extra-large,30.16841936744553,True,,True,None,Summer,6.409156894366241,5790.046808650927
2021-04-07,Suburb,Small,66.69222584658733,True,False,False,Low-Flow Faucets,Summer,6.85240132318508,6410.20458764436
2021-04-07,City,Medium,94.47092237258123,True,True,False,Low-Flow Faucets,Summer,10.016414082809769,1042.059743525293
2021-04-07,Countryside,Small,91.39981760397153,False,False,False,,Fall,9.856989703576577,12860.381638741357
